<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDJPY,20010103,071200,114.55,114.56,114.54,114.54,4
USDJPY,20010103,071300,114.53,114.53,114.53,114.53,4
USDJPY,20010103,071400,114.53,114.55,114.52,114.54,4
USDJPY,20010103,071500,114.53,114.53,114.52,114.53,4
USDJPY,20010103,071600,114.52,114.53,114.52,114.53,4
USDJPY,20010103,071700,114.52,114.55,114.52,114.55,4
USDJPY,20010103,071800,114.54,114.55,114.54,114.54,4
USDJPY,20010103,071900,114.54,114.55,114.53,114.55,4
USDJPY,20010103,072000,114.54,114.54,114.52,114.52,4
USDJPY,20010103,072100,114.51,114.51,114.49,114.49,4
USDJPY,20010103,072200,114.49,114.49,114.47,114.47,4
USDJPY,20010103,072300,114.47,114.47,114.45,114.45,4
USDJPY,20010103,072400,114.45,114.46,114.45,114.46,4
USDJPY,20010103,072500,114.46,114.47,114.46,114.46,4
USDJPY,20010103,072600,114.45,114.45,114.44,114.44,4
USDJPY,20010103,072700,114.43,114.44,114.41,114.42,4
USDJPY,20010103,072800,114.41,114.42,114.39,114.40,4
USDJPY,20010103,072900,114.39,114.41,114.39,114.40,4
USDJPY,20010103,073000,114.40,114.41,114.39,114.40,4
USDJPY,20010103,073100,114.40,114.42,114.40,114.42,4
USDJPY,20010103,073200,114.43,114.44,114.42,114.42,4
USDJPY,20010103,073300,114.42,114.45,114.42,114.43,4
USDJPY,20010103,073400,114.43,114.43,114.41,114.42,4
USDJPY,20010103,073500,114.42,114.44,114.42,114.44,4
USDJPY,20010103,073600,114.44,114.44,114.42,114.43,4
USDJPY,20010103,073700,114.44,114.46,114.44,114.45,4
USDJPY,20010103,073800,114.45,114.46,114.44,114.44,4
USDJPY,20010103,073900,114.44,114.45,114.43,114.43,4
USDJPY,20010103,074000,114.44,114.44,114.44,114.44,4
USDJPY,20010103,074100,114.45,114.45,114.44,114.45,4
USDJPY,20010103,074200,114.45,114.47,114.44,114.47,4
USDJPY,20010103,074300,114.47,114.47,114.46,114.46,4
USDJPY,20010103,074400,114.45,114.47,114.44,114.44,4
USDJPY,20010103,074500,114.42,114.42,114.39,114.40,4
USDJPY,20010103,074600,114.40,114.40,114.40,114.40,4
USDJPY,20010103,074700,114.40,114.41,114.40,114.40,4
USDJPY,20010103,074800,114.41,114.41,114.39,114.39,4
USDJPY,20010103,074900,114.38,114.40,114.38,114.40,4
USDJPY,20010103,075000,114.40,114.42,114.40,114.42,4
USDJPY,20010103,075100,114.42,114.43,114.41,114.41,4
USDJPY,20010103,075200,114.42,114.42,114.42,114.42,4
USDJPY,20010103,075300,114.43,114.44,114.43,114.43,4
USDJPY,20010103,075400,114.43,114.48,114.43,114.46,4
USDJPY,20010103,075500,114.47,114.48,114.47,114.47,4
USDJPY,20010103,075600,114.47,114.51,114.47,114.50,4
USDJPY,20010103,075700,114.51,114.54,114.51,114.53,4
USDJPY,20010103,075800,114.51,114.53,114.51,114.53,4
USDJPY,20010103,075900,114.54,114.56,114.53,114.55,4
USDJPY,20010103,080000,114.54,114.58,114.54,114.57,4
USDJPY,20010103,080100,114.56,114.57,114.55,114.56,4
USDJPY,20010103,080200,114.57,114.61,114.56,114.61,4
USDJPY,20010103,080300,114.61,114.61,114.57,114.57,4
USDJPY,20010103,080400,114.57,114.58,114.57,114.58,4
USDJPY,20010103,080500,114.57,114.57,114.56,114.56,4
USDJPY,20010103,080600,114.56,114.56,114.53,114.53,4
USDJPY,20010103,080700,114.52,114.55,114.51,114.53,4
USDJPY,20010103,080800,114.53,114.53,114.50,114.50,4
USDJPY,20010103,080900,114.50,114.50,114.50,114.50,4
USDJPY,20010103,081000,114.50,114.50,114.47,114.47,4
USDJPY,20010103,081100,114.47,114.49,114.47,114.48,4
USDJPY,20010103,081200,114.48,114.50,114.48,114.48,4
USDJPY,20010103,081300,114.47,114.49,114.46,114.47,4
USDJPY,20010103,081400,114.47,114.50,114.47,114.50,4
USDJPY,20010103,081500,114.50,114.50,114.47,114.47,4
USDJPY,20010103,081600,114.46,114.49,114.46,114.48,4
USDJPY,20010103,081700,114.48,114.49,114.47,114.47,4
USDJPY,20010103,081800,114.46,114.47,114.44,114.45,4
USDJPY,20010103,081900,114.45,114.46,114.44,114.45,4
USDJPY,20010103,082000,114.44,114.47,114.44,114.45,4
USDJPY,20010103,082100,114.45,114.45,114.43,114.43,4
USDJPY,20010103,082200,114.44,114.44,114.43,114.44,4
USDJPY,20010103,082300,114.45,114.45,114.43,114.43,4
USDJPY,20010103,082400,114.42,114.45,114.42,114.45,4
USDJPY,20010103,082500,114.47,114.48,114.46,114.47,4
USDJPY,20010103,082600,114.48,114.48,114.45,114.48,4
USDJPY,20010103,082700,114.48,114.48,114.46,114.46,4
USDJPY,20010103,082800,114.45,114.48,114.45,114.47,4
USDJPY,20010103,082900,114.48,114.50,114.48,114.49,4
USDJPY,20010103,083000,114.50,114.52,114.50,114.52,4
USDJPY,20010103,083100,114.50,114.51,114.48,114.49,4
USDJPY,20010103,083200,114.48,114.52,114.48,114.50,4
USDJPY,20010103,083300,114.49,114.51,114.49,114.51,4
USDJPY,20010103,083400,114.50,114.53,114.50,114.52,4
USDJPY,20010103,083500,114.51,114.51,114.49,114.49,4
USDJPY,20010103,083600,114.49,114.50,114.47,114.48,4
USDJPY,20010103,083700,114.49,114.49,114.48,114.48,4
USDJPY,20010103,083800,114.48,114.52,114.47,114.47,4
USDJPY,20010103,083900,114.47,114.48,114.45,114.45,4
USDJPY,20010103,084000,114.46,114.47,114.45,114.45,4
USDJPY,20010103,084100,114.44,114.45,114.42,114.42,4
USDJPY,20010103,084200,114.42,114.42,114.40,114.40,4
USDJPY,20010103,084300,114.39,114.40,114.37,114.39,4
USDJPY,20010103,084400,114.40,114.42,114.40,114.41,4
USDJPY,20010103,084500,114.40,114.43,114.40,114.42,4
USDJPY,20010103,084600,114.43,114.48,114.43,114.47,4
USDJPY,20010103,084700,114.47,114.48,114.47,114.47,4
USDJPY,20010103,084800,114.46,114.46,114.44,114.45,4
USDJPY,20010103,084900,114.46,114.46,114.44,114.44,4
USDJPY,20010103,085000,114.44,114.44,114.44,114.44,4
USDJPY,20010103,085100,114.44,114.45,114.43,114.44,4
USDJPY,20010103,085200,114.44,114.44,114.44,114.44,4
USDJPY,20010103,085300,114.44,114.44,114.40,114.40,4
USDJPY,20010103,085400,114.39,114.42,114.39,114.42,4
USDJPY,20010103,085500,114.41,114.42,114.40,114.41,4
USDJPY,20010103,085600,114.40,114.41,114.40,114.41,4
USDJPY,20010103,085700,114.40,114.40,114.39,114.40,4
USDJPY,20010103,085800,114.41,114.45,114.41,114.45,4
USDJPY,20010103,085900,114.45,114.45,114.44,114.44,4
USDJPY,20010103,090000,114.44,114.44,114.44,114.44,4
USDJPY,20010103,090100,114.43,114.44,114.42,114.44,4
USDJPY,20010103,090200,114.44,114.44,114.44,114.44,4
USDJPY,20010103,090300,114.44,114.45,114.44,114.45,4
USDJPY,20010103,090400,114.44,114.44,114.43,114.43,4
USDJPY,20010103,090500,114.42,114.42,114.40,114.40,4
USDJPY,20010103,090600,114.39,114.39,114.38,114.38,4
USDJPY,20010103,090700,114.39,114.39,114.39,114.39,4
USDJPY,20010103,090800,114.39,114.39,114.39,114.39,4
USDJPY,20010103,090900,114.39,114.41,114.39,114.41,4
USDJPY,20010103,091000,114.42,114.49,114.42,114.49,4
USDJPY,20010103,091100,114.50,114.51,114.50,114.51,4
USDJPY,20010103,091200,114.51,114.51,114.49,114.49,4
USDJPY,20010103,091300,114.47,114.47,114.46,114.46,4
USDJPY,20010103,091400,114.47,114.47,114.45,114.45,4
USDJPY,20010103,091500,114.45,114.45,114.45,114.45,4
USDJPY,20010103,091600,114.47,114.47,114.46,114.47,4
USDJPY,20010103,091700,114.47,114.48,114.47,114.48,4
USDJPY,20010103,091800,114.48,114.48,114.48,114.48,4
USDJPY,20010103,091900,114.48,114.48,114.48,114.48,4
USDJPY,20010103,092000,114.48,114.48,114.47,114.47,4
USDJPY,20010103,092100,114.47,114.47,114.45,114.45,4
USDJPY,20010103,092200,114.45,114.46,114.45,114.46,4
USDJPY,20010103,092300,114.47,114.47,114.46,114.46,4
USDJPY,20010103,092400,114.44,114.45,114.44,114.45,4
USDJPY,20010103,092500,114.47,114.47,114.47,114.47,4
USDJPY,20010103,092600,114.47,114.47,114.47,114.47,4
USDJPY,20010103,092700,114.45,114.45,114.45,114.45,4
USDJPY,20010103,092800,114.45,114.46,114.45,114.46,4
USDJPY,20010103,092900,114.47,114.47,114.47,114.47,4
USDJPY,20010103,093200,114.47,114.49,114.47,114.49,4
USDJPY,20010103,093300,114.48,114.52,114.48,114.52,4
USDJPY,20010103,093400,114.54,114.55,114.54,114.55,4
USDJPY,20010103,093500,114.56,114.57,114.56,114.57,4
USDJPY,20010103,093600,114.56,114.58,114.56,114.58,4
USDJPY,20010103,093700,114.56,114.56,114.56,114.56,4
USDJPY,20010103,093800,114.56,114.56,114.56,114.56,4
USDJPY,20010103,093900,114.56,114.56,114.56,114.56,4
USDJPY,20010103,094000,114.56,114.56,114.56,114.56,4
USDJPY,20010103,094100,114.54,114.55,114.54,114.54,4
USDJPY,20010103,094200,114.55,114.58,114.55,114.58,4
USDJPY,20010103,094300,114.56,114.56,114.54,114.54,4
USDJPY,20010103,094400,114.53,114.53,114.53,114.53,4
USDJPY,20010103,094500,114.54,114.56,114.54,114.54,4
USDJPY,20010103,094600,114.53,114.53,114.51,114.51,4
USDJPY,20010103,094700,114.51,114.51,114.51,114.51,4
USDJPY,20010103,094800,114.51,114.53,114.51,114.53,4
USDJPY,20010103,094900,114.53,114.53,114.53,114.53,4
USDJPY,20010103,095000,114.53,114.53,114.53,114.53,4
USDJPY,20010103,095100,114.54,114.56,114.54,114.56,4
USDJPY,20010103,095200,114.56,114.56,114.56,114.56,4
USDJPY,20010103,095500,114.56,114.59,114.56,114.59,4
USDJPY,20010103,095600,114.58,114.58,114.58,114.58,4
USDJPY,20010103,095700,114.56,114.56,114.56,114.56,4
USDJPY,20010103,095800,114.58,114.59,114.58,114.59,4
USDJPY,20010103,095900,114.59,114.59,114.59,114.59,4
USDJPY,20010103,100000,114.60,114.61,114.60,114.61,4
USDJPY,20010103,100100,114.61,114.61,114.61,114.61,4
USDJPY,20010103,100200,114.61,114.64,114.61,114.64,4
USDJPY,20010103,100300,114.64,114.64,114.64,114.64,4
USDJPY,20010103,100400,114.64,114.64,114.62,114.62,4
USDJPY,20010103,100500,114.61,114.61,114.61,114.61,4
USDJPY,20010103,100600,114.61,114.62,114.61,114.62,4
USDJPY,20010103,100700,114.61,114.61,114.61,114.61,4
USDJPY,20010103,100900,114.61,114.61,114.59,114.59,4
USDJPY,20010103,101200,114.54,114.54,114.52,114.52,4
USDJPY,20010103,101300,114.51,114.54,114.51,114.54,4
USDJPY,20010103,101400,114.55,114.55,114.54,114.54,4
USDJPY,20010103,101500,114.53,114.54,114.49,114.49,4
USDJPY,20010103,101600,114.47,114.47,114.47,114.47,4
USDJPY,20010103,101700,114.47,114.47,114.47,114.47,4
USDJPY,20010103,101800,114.48,114.48,114.44,114.46,4
USDJPY,20010103,101900,114.45,114.46,114.45,114.45,4
USDJPY,20010103,102000,114.45,114.48,114.45,114.47,4
USDJPY,20010103,102100,114.47,114.47,114.47,114.47,4
USDJPY,20010103,102200,114.47,114.47,114.47,114.47,4
USDJPY,20010103,102300,114.47,114.47,114.46,114.47,4
USDJPY,20010103,102400,114.46,114.48,114.46,114.47,4
USDJPY,20010103,102500,114.47,114.47,114.46,114.47,4
USDJPY,20010103,102600,114.46,114.50,114.46,114.49,4
USDJPY,20010103,102700,114.50,114.51,114.48,114.51,4
USDJPY,20010103,102800,114.51,114.51,114.48,114.49,4
USDJPY,20010103,102900,114.48,114.49,114.48,114.48,4
USDJPY,20010103,103000,114.47,114.47,114.45,114.45,4
USDJPY,20010103,103100,114.45,114.45,114.44,114.44,4
USDJPY,20010103,103200,114.44,114.45,114.42,114.44,4
USDJPY,20010103,103300,114.43,114.43,114.41,114.41,4
USDJPY,20010103,103400,114.40,114.41,114.40,114.41,4
USDJPY,20010103,103500,114.39,114.42,114.39,114.40,4
USDJPY,20010103,103600,114.41,114.42,114.40,114.42,4
USDJPY,20010103,103700,114.42,114.42,114.42,114.42,4
USDJPY,20010103,103800,114.42,114.42,114.42,114.42,4
USDJPY,20010103,103900,114.41,114.42,114.41,114.42,4
USDJPY,20010103,104000,114.43,114.44,114.42,114.44,4
USDJPY,20010103,104100,114.43,114.44,114.43,114.44,4
USDJPY,20010103,104200,114.44,114.45,114.43,114.44,4
USDJPY,20010103,104300,114.44,114.44,114.41,114.41,4
USDJPY,20010103,104400,114.42,114.42,114.41,114.42,4
USDJPY,20010103,104500,114.42,114.44,114.42,114.43,4
USDJPY,20010103,104600,114.44,114.44,114.44,114.44,4
USDJPY,20010103,104700,114.43,114.45,114.43,114.44,4
USDJPY,20010103,104800,114.44,114.44,114.44,114.44,4
USDJPY,20010103,104900,114.44,114.45,114.44,114.45,4
USDJPY,20010103,105000,114.46,114.47,114.44,114.45,4
USDJPY,20010103,105100,114.45,114.47,114.45,114.47,4
USDJPY,20010103,105200,114.46,114.46,114.44,114.44,4
USDJPY,20010103,105300,114.44,114.44,114.43,114.44,4
USDJPY,20010103,105400,114.43,114.44,114.43,114.43,4
USDJPY,20010103,105500,114.44,114.44,114.43,114.44,4
USDJPY,20010103,105600,114.44,114.44,114.42,114.42,4
USDJPY,20010103,105700,114.42,114.42,114.39,114.39,4
USDJPY,20010103,105800,114.40,114.40,114.37,114.37,4
USDJPY,20010103,105900,114.38,114.38,114.36,114.37,4
USDJPY,20010103,110000,114.37,114.39,114.37,114.39,4
USDJPY,20010103,110100,114.39,114.39,114.36,114.36,4
USDJPY,20010103,110200,114.36,114.38,114.36,114.37,4
USDJPY,20010103,110300,114.37,114.37,114.33,114.33,4
USDJPY,20010103,110400,114.34,114.36,114.33,114.34,4
USDJPY,20010103,110500,114.34,114.36,114.34,114.36,4
USDJPY,20010103,110600,114.36,114.41,114.36,114.40,4
USDJPY,20010103,110700,114.40,114.41,114.40,114.41,4
USDJPY,20010103,110800,114.42,114.44,114.41,114.44,4
USDJPY,20010103,110900,114.45,114.45,114.41,114.42,4
USDJPY,20010103,111000,114.43,114.43,114.39,114.39,4
USDJPY,20010103,111100,114.39,114.40,114.38,114.39,4
USDJPY,20010103,111200,114.37,114.40,114.37,114.39,4
USDJPY,20010103,111300,114.39,114.40,114.39,114.40,4
USDJPY,20010103,111400,114.40,114.42,114.40,114.42,4
USDJPY,20010103,111500,114.42,114.42,114.42,114.42,4
USDJPY,20010103,111600,114.42,114.42,114.41,114.41,4
USDJPY,20010103,111700,114.42,114.43,114.42,114.42,4
USDJPY,20010103,111800,114.41,114.44,114.41,114.44,4
USDJPY,20010103,111900,114.44,114.44,114.44,114.44,4
USDJPY,20010103,112000,114.44,114.44,114.42,114.42,4
USDJPY,20010103,112100,114.42,114.46,114.42,114.46,4
USDJPY,20010103,112200,114.46,114.47,114.46,114.46,4
USDJPY,20010103,112300,114.46,114.46,114.45,114.45,4
USDJPY,20010103,112400,114.45,114.48,114.45,114.45,4
USDJPY,20010103,112500,114.46,114.46,114.43,114.44,4
USDJPY,20010103,112600,114.44,114.44,114.43,114.44,4
USDJPY,20010103,112700,114.44,114.44,114.43,114.44,4
USDJPY,20010103,112800,114.44,114.44,114.44,114.44,4
USDJPY,20010103,112900,114.44,114.45,114.44,114.44,4
USDJPY,20010103,113000,114.44,114.45,114.44,114.44,4
USDJPY,20010103,113100,114.44,114.44,114.42,114.44,4
USDJPY,20010103,113200,114.44,114.45,114.44,114.45,4
USDJPY,20010103,113300,114.44,114.45,114.44,114.45,4
USDJPY,20010103,113400,114.44,114.45,114.44,114.44,4
USDJPY,20010103,113500,114.45,114.45,114.44,114.44,4
USDJPY,20010103,113600,114.44,114.45,114.44,114.44,4
USDJPY,20010103,113700,114.44,114.46,114.44,114.45,4
USDJPY,20010103,113800,114.45,114.47,114.45,114.45,4
USDJPY,20010103,113900,114.47,114.47,114.46,114.46,4
USDJPY,20010103,114000,114.45,114.45,114.45,114.45,4
USDJPY,20010103,114100,114.45,114.45,114.44,114.44,4
USDJPY,20010103,114200,114.45,114.45,114.44,114.44,4
USDJPY,20010103,114300,114.44,114.45,114.44,114.45,4
USDJPY,20010103,114400,114.45,114.46,114.45,114.46,4
USDJPY,20010103,114500,114.47,114.48,114.46,114.47,4
USDJPY,20010103,114600,114.47,114.48,114.47,114.47,4
USDJPY,20010103,114700,114.46,114.49,114.46,114.49,4
USDJPY,20010103,114800,114.48,114.49,114.47,114.47,4
USDJPY,20010103,114900,114.47,114.47,114.46,114.47,4
USDJPY,20010103,115000,114.48,114.48,114.47,114.48,4
USDJPY,20010103,115100,114.48,114.48,114.47,114.47,4
USDJPY,20010103,115200,114.46,114.47,114.44,114.44,4
USDJPY,20010103,115300,114.44,114.44,114.43,114.43,4
USDJPY,20010103,115400,114.42,114.43,114.41,114.43,4
USDJPY,20010103,115500,114.44,114.45,114.41,114.43,4
USDJPY,20010103,115600,114.42,114.45,114.42,114.44,4
USDJPY,20010103,115700,114.44,114.44,114.42,114.43,4
USDJPY,20010103,115800,114.42,114.44,114.42,114.44,4
USDJPY,20010103,115900,114.44,114.47,114.44,114.47,4
USDJPY,20010103,120000,114.46,114.47,114.44,114.44,4
USDJPY,20010103,120100,114.43,114.44,114.41,114.42,4
USDJPY,20010103,120200,114.42,114.42,114.42,114.42,4
USDJPY,20010103,120300,114.40,114.44,114.40,114.44,4
USDJPY,20010103,120400,114.44,114.44,114.43,114.44,4
USDJPY,20010103,120500,114.43,114.44,114.43,114.44,4
USDJPY,20010103,120600,114.44,114.45,114.43,114.43,4
USDJPY,20010103,120700,114.43,114.44,114.43,114.44,4
USDJPY,20010103,120800,114.43,114.43,114.42,114.42,4
USDJPY,20010103,120900,114.42,114.44,114.42,114.42,4
USDJPY,20010103,121000,114.43,114.43,114.42,114.42,4
USDJPY,20010103,121100,114.41,114.44,114.41,114.44,4
USDJPY,20010103,121200,114.44,114.45,114.44,114.44,4
USDJPY,20010103,121300,114.44,114.44,114.44,114.44,4
USDJPY,20010103,121400,114.44,114.44,114.42,114.42,4
USDJPY,20010103,121500,114.42,114.42,114.41,114.42,4
USDJPY,20010103,121600,114.42,114.48,114.42,114.47,4
USDJPY,20010103,121700,114.46,114.51,114.46,114.49,4
USDJPY,20010103,121800,114.48,114.49,114.46,114.47,4
USDJPY,20010103,121900,114.48,114.48,114.47,114.47,4
USDJPY,20010103,122000,114.47,114.47,114.45,114.45,4
USDJPY,20010103,122100,114.43,114.45,114.41,114.41,4
USDJPY,20010103,122200,114.42,114.44,114.42,114.42,4
USDJPY,20010103,122300,114.42,114.43,114.39,114.39,4
USDJPY,20010103,122400,114.39,114.43,114.39,114.40,4
USDJPY,20010103,122500,114.41,114.41,114.39,114.39,4
USDJPY,20010103,122600,114.39,114.39,114.37,114.37,4
USDJPY,20010103,122700,114.37,114.37,114.34,114.34,4
USDJPY,20010103,122800,114.34,114.36,114.34,114.34,4
USDJPY,20010103,122900,114.34,114.34,114.30,114.30,4
USDJPY,20010103,123000,114.29,114.33,114.29,114.31,4
USDJPY,20010103,123100,114.31,114.32,114.31,114.31,4
USDJPY,20010103,123200,114.31,114.31,114.29,114.29,4
USDJPY,20010103,123300,114.29,114.31,114.29,114.31,4
USDJPY,20010103,123400,114.30,114.31,114.30,114.31,4
USDJPY,20010103,123500,114.31,114.32,114.30,114.31,4
USDJPY,20010103,123600,114.31,114.33,114.30,114.33,4
USDJPY,20010103,123700,114.33,114.34,114.33,114.34,4
USDJPY,20010103,123800,114.34,114.36,114.34,114.35,4
USDJPY,20010103,123900,114.36,114.36,114.36,114.36,4
USDJPY,20010103,124000,114.36,114.38,114.36,114.38,4
USDJPY,20010103,124100,114.37,114.37,114.36,114.37,4
USDJPY,20010103,124200,114.37,114.39,114.37,114.38,4
USDJPY,20010103,124300,114.39,114.41,114.39,114.39,4
USDJPY,20010103,124400,114.39,114.40,114.39,114.39,4
USDJPY,20010103,124500,114.39,114.40,114.39,114.39,4
USDJPY,20010103,124600,114.39,114.39,114.36,114.36,4
USDJPY,20010103,124700,114.36,114.36,114.34,114.34,4
USDJPY,20010103,124800,114.36,114.36,114.31,114.31,4
USDJPY,20010103,124900,114.32,114.33,114.30,114.31,4
USDJPY,20010103,125000,114.30,114.31,114.29,114.30,4
USDJPY,20010103,125100,114.31,114.32,114.30,114.31,4
USDJPY,20010103,125200,114.31,114.31,114.29,114.31,4
USDJPY,20010103,125300,114.30,114.31,114.29,114.29,4
USDJPY,20010103,125400,114.28,114.28,114.27,114.27,4
USDJPY,20010103,125500,114.28,114.28,114.26,114.26,4
USDJPY,20010103,125600,114.27,114.27,114.24,114.25,4
USDJPY,20010103,125700,114.24,114.24,114.22,114.23,4
USDJPY,20010103,125800,114.22,114.23,114.22,114.23,4
USDJPY,20010103,125900,114.23,114.23,114.22,114.22,4
USDJPY,20010103,130000,114.21,114.23,114.21,114.22,4
USDJPY,20010103,130100,114.22,114.22,114.19,114.22,4
USDJPY,20010103,130200,114.21,114.22,114.20,114.22,4
USDJPY,20010103,130300,114.21,114.21,114.17,114.19,4
USDJPY,20010103,130400,114.18,114.21,114.18,114.20,4
USDJPY,20010103,130500,114.19,114.20,114.14,114.14,4
USDJPY,20010103,130600,114.13,114.14,114.11,114.11,4
USDJPY,20010103,130700,114.11,114.11,114.06,114.08,4
USDJPY,20010103,130800,114.07,114.13,114.07,114.10,4
USDJPY,20010103,130900,114.11,114.14,114.11,114.11,4
USDJPY,20010103,131000,114.10,114.10,114.04,114.06,4
USDJPY,20010103,131100,114.05,114.06,114.04,114.06,4
USDJPY,20010103,131200,114.06,114.10,114.06,114.09,4
USDJPY,20010103,131300,114.10,114.12,114.08,114.12,4
USDJPY,20010103,131400,114.13,114.14,114.11,114.14,4
USDJPY,20010103,131500,114.14,114.16,114.14,114.14,4
USDJPY,20010103,131600,114.15,114.17,114.15,114.15,4
USDJPY,20010103,131700,114.15,114.17,114.15,114.17,4
USDJPY,20010103,131800,114.16,114.18,114.16,114.18,4
USDJPY,20010103,131900,114.19,114.19,114.17,114.18,4
USDJPY,20010103,132000,114.18,114.20,114.16,114.17,4
USDJPY,20010103,132100,114.16,114.17,114.14,114.15,4
USDJPY,20010103,132200,114.14,114.16,114.14,114.15,4
USDJPY,20010103,132300,114.16,114.17,114.15,114.15,4
USDJPY,20010103,132400,114.14,114.15,114.13,114.14,4
USDJPY,20010103,132500,114.14,114.15,114.14,114.14,4
USDJPY,20010103,132600,114.14,114.18,114.14,114.17,4
USDJPY,20010103,132700,114.19,114.21,114.19,114.20,4
USDJPY,20010103,132800,114.20,114.25,114.20,114.25,4
USDJPY,20010103,132900,114.26,114.27,114.25,114.27,4
USDJPY,20010103,133000,114.26,114.26,114.25,114.25,4
USDJPY,20010103,133100,114.25,114.28,114.25,114.28,4
USDJPY,20010103,133200,114.28,114.28,114.26,114.28,4
USDJPY,20010103,133300,114.28,114.31,114.28,114.31,4
USDJPY,20010103,133400,114.29,114.32,114.29,114.31,4
USDJPY,20010103,133500,114.30,114.32,114.29,114.31,4
USDJPY,20010103,133600,114.31,114.31,114.29,114.29,4
USDJPY,20010103,133700,114.30,114.30,114.28,114.28,4
USDJPY,20010103,133800,114.28,114.28,114.26,114.28,4
USDJPY,20010103,133900,114.26,114.28,114.26,114.26,4
USDJPY,20010103,134000,114.25,114.28,114.25,114.28,4
USDJPY,20010103,134100,114.28,114.28,114.25,114.25,4
USDJPY,20010103,134200,114.24,114.25,114.23,114.25,4
USDJPY,20010103,134300,114.25,114.25,114.23,114.25,4
USDJPY,20010103,134400,114.24,114.25,114.22,114.22,4
USDJPY,20010103,134500,114.22,114.22,114.22,114.22,4
USDJPY,20010103,134600,114.24,114.26,114.24,114.25,4
USDJPY,20010103,134700,114.25,114.26,114.24,114.25,4
USDJPY,20010103,134800,114.24,114.25,114.19,114.19,4
USDJPY,20010103,134900,114.19,114.20,114.19,114.19,4
USDJPY,20010103,135000,114.20,114.22,114.19,114.22,4
USDJPY,20010103,135100,114.22,114.22,114.22,114.22,4
USDJPY,20010103,135200,114.22,114.23,114.22,114.22,4
USDJPY,20010103,135300,114.21,114.21,114.18,114.19,4
USDJPY,20010103,135400,114.18,114.19,114.17,114.19,4
USDJPY,20010103,135500,114.19,114.20,114.19,114.20,4
USDJPY,20010103,135600,114.20,114.23,114.20,114.22,4
USDJPY,20010103,135700,114.22,114.23,114.22,114.23,4
USDJPY,20010103,135800,114.23,114.23,114.23,114.23,4
USDJPY,20010103,135900,114.23,114.23,114.23,114.23,4
USDJPY,20010103,140000,114.23,114.23,114.22,114.22,4
USDJPY,20010103,140100,114.21,114.22,114.19,114.19,4
USDJPY,20010103,140200,114.19,114.19,114.18,114.19,4
USDJPY,20010103,140300,114.19,114.20,114.19,114.20,4
USDJPY,20010103,140400,114.20,114.20,114.19,114.20,4
USDJPY,20010103,140500,114.21,114.23,114.21,114.23,4
USDJPY,20010103,140600,114.23,114.23,114.22,114.22,4
USDJPY,20010103,140700,114.22,114.22,114.22,114.22,4
USDJPY,20010103,140800,114.22,114.22,114.21,114.21,4
USDJPY,20010103,140900,114.21,114.22,114.21,114.22,4
USDJPY,20010103,141000,114.22,114.22,114.22,114.22,4
USDJPY,20010103,141100,114.22,114.25,114.22,114.25,4
USDJPY,20010103,141200,114.25,114.25,114.23,114.23,4
USDJPY,20010103,141300,114.23,114.25,114.23,114.25,4
USDJPY,20010103,141400,114.25,114.25,114.25,114.25,4
USDJPY,20010103,141500,114.24,114.25,114.24,114.25,4
USDJPY,20010103,141600,114.25,114.25,114.24,114.25,4
USDJPY,20010103,141700,114.24,114.26,114.24,114.24,4
USDJPY,20010103,141800,114.23,114.23,114.22,114.23,4
USDJPY,20010103,141900,114.24,114.24,114.23,114.23,4
USDJPY,20010103,142000,114.23,114.23,114.19,114.20,4
USDJPY,20010103,142100,114.20,114.21,114.18,114.18,4
USDJPY,20010103,142200,114.17,114.19,114.16,114.18,4
USDJPY,20010103,142300,114.19,114.19,114.19,114.19,4
USDJPY,20010103,142400,114.19,114.20,114.19,114.19,4
USDJPY,20010103,142500,114.20,114.22,114.20,114.21,4
USDJPY,20010103,142600,114.21,114.22,114.21,114.22,4
USDJPY,20010103,142700,114.21,114.23,114.21,114.23,4
USDJPY,20010103,142800,114.24,114.29,114.24,114.29,4
USDJPY,20010103,142900,114.28,114.29,114.28,114.28,4
USDJPY,20010103,143000,114.27,114.33,114.27,114.32,4
USDJPY,20010103,143100,114.33,114.34,114.32,114.34,4
USDJPY,20010103,143200,114.32,114.39,114.32,114.37,4
USDJPY,20010103,143300,114.38,114.43,114.36,114.43,4
USDJPY,20010103,143400,114.42,114.42,114.41,114.41,4
USDJPY,20010103,143500,114.41,114.41,114.39,114.40,4
USDJPY,20010103,143600,114.40,114.40,114.39,114.39,4
USDJPY,20010103,143700,114.39,114.39,114.37,114.38,4
USDJPY,20010103,143800,114.39,114.39,114.36,114.37,4
USDJPY,20010103,143900,114.37,114.37,114.36,114.36,4
USDJPY,20010103,144000,114.36,114.36,114.35,114.36,4
USDJPY,20010103,144100,114.36,114.36,114.36,114.36,4
USDJPY,20010103,144200,114.37,114.38,114.37,114.37,4
USDJPY,20010103,144300,114.39,114.39,114.39,114.39,4
USDJPY,20010103,144400,114.39,114.39,114.38,114.38,4
USDJPY,20010103,144500,114.39,114.39,114.39,114.39,4
USDJPY,20010103,144600,114.41,114.42,114.40,114.42,4
USDJPY,20010103,144700,114.43,114.44,114.42,114.42,4
